sentence_id,text,source_group,source_row_first_seen,source_column,token_length,split,semantic_cluster
3c1bddcaadc022d2dfec27c13dcd8db0704cada2ad8dc0163d0bcc6385db6274,A woman is looking out a window.,3c1bddcaadc022d2dfec27c13dcd8db0704cada2ad8dc0163d0bcc6385db6274,16556,sentence2,9,search,1
3c3a7e58829555e35f38f53d7e896fbdc8de7441fbd34ad17119e3de88f458f8,"philippines typhoon death toll rises above 5,000",3c3a7e58829555e35f38f53d7e896fbdc8de7441fbd34ad17119e3de88f458f8,5225,sentence1,18,search,3
3c76f6d9f4fc84301bc7454237370351d1b963503c159a45238326b4e7a8658b,A pale dog runs down a path.,3c76f6d9f4fc84301bc7454237370351d1b963503c159a45238326b4e7a8658b,5587,sentence2,9,search,7
3c827e36af6e4d44eb1f5578c88e82d01081e8a3e943b7def5ea5a6a2e17a8d4,a black dog is chasing two birds on the shore of the ocean .,3c827e36af6e4d44eb1f5578c88e82d01081e8a3e943b7def5ea5a6a2e17a8d4,30573,sentence1,17,search,7
3c8db45d78a700e98e3ec371cbfe37d4a8bdce7c095b29dfc5aba36b42978e83,The man is cautiously operating a stenograph,3c8db45d78a700e98e3ec371cbfe37d4a8bdce7c095b29dfc5aba36b42978e83,3545,sentence1,11,search,6
3c9fe3977493cfc19ae8fb27d38fef5320c586df5680867c2f659dd343f357c3,US suspects Syria used chemical weapons,3c9fe3977493cfc19ae8fb27d38fef5320c586df5680867c2f659dd343f357c3,17183,sentence1,7,search,3
3cae2ddc9042cfdf04ea3ca7b28cdcdfb514ee587369825bb2a8c1439ee66dd8,A little child in a pink sweater is climbing a concrete staircase,3cae2ddc9042cfdf04ea3ca7b28cdcdfb514ee587369825bb2a8c1439ee66dd8,3768,sentence1,14,search,4
3cc8a2dcce6b5f872ba421b17eb7601d02fc16602f86fa7d84399ce8cac61c53,the black dog leaps off the dock and into the water .,3cc8a2dcce6b5f872ba421b17eb7601d02fc16602f86fa7d84399ce8cac61c53,4224,sentence2,14,search,7
3cd3b6cbd298a56b2c6aa2e4d585c5207e9a6d3c7869208afb54810b4f111ef1,"The woman is wearing a red jacket and holding a glass in front of the man in a t-shirt, which is white",3cd3b6cbd298a56b2c6aa2e4d585c5207e9a6d3c7869208afb54810b4f111ef1,37070,sentence1,29,search,1
3cd3e0aae97e8cdd69d690b10d54f7852c52dda1a63c82ff15a47f51b5316d17,The two men are wearing jeans.,3cd3e0aae97e8cdd69d690b10d54f7852c52dda1a63c82ff15a47f51b5316d17,18049,sentence1,7,search,4
3d03e6d642ebdc36561e9eb7ee9c1df36c60d4b03dbd88be0752903bec75220a,( cause to ) appear suddenly or briefly,3d03e6d642ebdc36561e9eb7ee9c1df36c60d4b03dbd88be0752903bec75220a,19399,sentence1,9,search,5
3d0f9bbbceab1bc137f1b8f5f7ac59a1a0afede6a011fc6841bdfea7ec913c46,pakistan begins demolition of bin laden compound,3d0f9bbbceab1bc137f1b8f5f7ac59a1a0afede6a011fc6841bdfea7ec913c46,11545,sentence2,11,search,3
3d284d78d6afcee770c6aba1719ee051455a8ebb2973d4a2d7030cc998d78f2b,A man in a elegant dress is being surrounded by photographers,3d284d78d6afcee770c6aba1719ee051455a8ebb2973d4a2d7030cc998d78f2b,3295,sentence1,13,search,6
3d2dc9a5f15910618194d2bd4427f8c8c773a873bdad22d174de5c498c838a0f,A man at the keyboard is playing with his nose,3d2dc9a5f15910618194d2bd4427f8c8c773a873bdad22d174de5c498c838a0f,27331,sentence2,10,search,6
3d976c5aad1434e038500f51750246520a9fd99b110009b2595cf67af773b28e,two dogs are wrestling in the grass .,3d976c5aad1434e038500f51750246520a9fd99b110009b2595cf67af773b28e,16615,sentence1,9,search,7
3da9ca12b612c37542a1b83214fefb08e8f75abe332545ad28e37639044a0736,"us , allies to set demands for iran nuclear talks",3da9ca12b612c37542a1b83214fefb08e8f75abe332545ad28e37639044a0736,13737,sentence1,14,search,2
3dae112fb60eba7a89e63fa0a6ea2cd7c2427cc16c2e477ff107b2df21814a75,There is no person boiling noodles,3dae112fb60eba7a89e63fa0a6ea2cd7c2427cc16c2e477ff107b2df21814a75,13485,sentence2,6,search,0
3dcb6ea124ee3fd53a6756caaaa4867cb261b75af1bc006367d5ceab2ffec27b,There is no woman dancing,3dcb6ea124ee3fd53a6756caaaa4867cb261b75af1bc006367d5ceab2ffec27b,4402,sentence1,5,search,0
3dda02c227311d9a06c77ec59110cb648055fd5931a5eb42d217a8bc6a19c50e,Afghan Parliament Votes to Oust Key Ministers,3dda02c227311d9a06c77ec59110cb648055fd5931a5eb42d217a8bc6a19c50e,17034,sentence1,11,search,3
3e14957c95b9d693215c788426a4093e5d0fba21b8f7f8561d3597f1eb0af3ff,"our country is supposed to be a nation of laws and not men , right ?",3e14957c95b9d693215c788426a4093e5d0fba21b8f7f8561d3597f1eb0af3ff,500,sentence2,19,search,2
3e1ac695d27a95f4abb496425bf354d3a40a4a6c1666e9f93f0cea3e6cbb6bef,"a chinese influential businessman who share his time between hong kong and london , was even more precise .",3e1ac695d27a95f4abb496425bf354d3a40a4a6c1666e9f93f0cea3e6cbb6bef,33025,sentence2,31,search,2
3e361676ccbbbeea799f68ebc8d30749d60e502e33af72a3a16e7d8ba53ac8b1,"paul themba nyathi , an mdc spokesman , said the avenues clinic was being targeted because it was treating opposition supporters .",3e361676ccbbbeea799f68ebc8d30749d60e502e33af72a3a16e7d8ba53ac8b1,8152,sentence2,37,search,2
3e39d5a98da2d9b8c3c42b7b7afab167f605868db86e3d7fb996dded47029845,I am in a similar situation.,3e39d5a98da2d9b8c3c42b7b7afab167f605868db86e3d7fb996dded47029845,4340,sentence2,8,search,5
3e49c71f7454662be511986e9229bf38b84710b6e07b1d65915c8321fa7c73ed,pro-pak taliban warlord killed in us drone strike,3e49c71f7454662be511986e9229bf38b84710b6e07b1d65915c8321fa7c73ed,11345,sentence2,15,search,3
3e525be9c55bbf802e7d6e05ca3da27497c786730b1d16d292b5db16d23b7513,The man is not slicing the potato,3e525be9c55bbf802e7d6e05ca3da27497c786730b1d16d292b5db16d23b7513,20577,sentence1,10,search,0
3e8eecb8158332dada61ec46eacd753bd822995e16242f07bdb7bd43659fa04d,abbvie sours on $ 55b shire deal after tax changes,3e8eecb8158332dada61ec46eacd753bd822995e16242f07bdb7bd43659fa04d,16986,sentence2,15,search,2
3ea71cab2da66d30cd5de6783c165e3556c7be234e630d4aef46c88ce41b89cc,someone is playing a keyboard .,3ea71cab2da66d30cd5de6783c165e3556c7be234e630d4aef46c88ce41b89cc,21842,sentence1,8,search,6
3ea85532da666042b16830afb968244355f635e10040646f9bed5b1b11b1de89,i am one of the members who are rather honourably here .,3ea85532da666042b16830afb968244355f635e10040646f9bed5b1b11b1de89,34341,sentence2,15,search,2
3eafe7f5224c002e01a80661f17f21dffc56c9a0d37dfae6030f14e6c1e7fe9f,sensex down 193 points on budget blues,3eafe7f5224c002e01a80661f17f21dffc56c9a0d37dfae6030f14e6c1e7fe9f,24373,sentence2,10,search,3
3eb1915d4fc30d6f7a829d33ac2145dbad9b2c009271360fba7aaeb617d5bbd5,a measure of the likelihood or probability of an event,3eb1915d4fc30d6f7a829d33ac2145dbad9b2c009271360fba7aaeb617d5bbd5,14136,sentence1,11,search,5
3ee18d689fe00cbdbfd940a3ffc8e97c8d82b33b67eb7ca16ced66b007b9b243,It depends on what they are.,3ee18d689fe00cbdbfd940a3ffc8e97c8d82b33b67eb7ca16ced66b007b9b243,645,sentence2,7,search,5
3f0b73c2e2b30026293d1620c3b296ccfeb58fbd3d125e13cc522a3a7d3b5223,Some people are sitting on the ground outside a monument,3f0b73c2e2b30026293d1620c3b296ccfeb58fbd3d125e13cc522a3a7d3b5223,8328,sentence1,11,search,4
3f56399e9a0106a631303215d58a09d28ece6794d31a829d94470f4a05183cd1,The woman is not slicing an onion with a knife,3f56399e9a0106a631303215d58a09d28ece6794d31a829d94470f4a05183cd1,4096,sentence2,14,search,1
3f5d3af2d0aded88be14f93bb0cfb08148e74799b6ce8673e5d27f5705e14405,ukraine hosts ‚ äėunity talks ‚ äô,3f5d3af2d0aded88be14f93bb0cfb08148e74799b6ce8673e5d27f5705e14405,10347,sentence2,18,search,2
3f7321b5376aa108d31cdc4e5d7c79212c7a2f9eb71714dd12835ffa9b3decbc,"india , us to hold talks on china next week",3f7321b5376aa108d31cdc4e5d7c79212c7a2f9eb71714dd12835ffa9b3decbc,3443,sentence1,11,search,2
3feca4ada6f1b521f62460316f69bca4419813fae3bf01ddec757143fbf8ca28,a man lies on a street with his headand shoulders under a parked car that is jacked up .,3feca4ada6f1b521f62460316f69bca4419813fae3bf01ddec757143fbf8ca28,4132,sentence2,27,search,6
400607e448061c5381b546ac07cc63f56680911524aca943499889dbc5312020,The young boy is running through the ocean waves,400607e448061c5381b546ac07cc63f56680911524aca943499889dbc5312020,17026,sentence1,9,search,4
403e58d1ec6174ae4bbcaa27467cd042dd5ae2c2627a521e39c24de7212f17e2,38 taliban militants killed in afghanistan,403e58d1ec6174ae4bbcaa27467cd042dd5ae2c2627a521e39c24de7212f17e2,15094,sentence1,15,search,3
404478617b976ca8dd1857e34e7502c7d49cc8380cac337186c8d021956310ca,A group of students in uniforms is listening attentively at the front of the class,404478617b976ca8dd1857e34e7502c7d49cc8380cac337186c8d021956310ca,35582,sentence1,17,search,4
404b2813fb75c64a9b96e640548c57bbbea5bd95079ee71157c4316274929494,iraq 's future depends directly on the fate of iraqi oil production .,404b2813fb75c64a9b96e640548c57bbbea5bd95079ee71157c4316274929494,1496,sentence2,25,search,2
40992210faf942e5c65a7dfb29d15f6a99771a2aa355678999756d06ae554a66,29 people were convicted by the quang ninh people 's court of participating in a drug ring that trafficked heroin from vietnam to china .,40992210faf942e5c65a7dfb29d15f6a99771a2aa355678999756d06ae554a66,28316,sentence2,38,search,2
4099bdf08e6b3b47092320c73cb6104a349b03ec33bfe0f95c07ba746db8ec4e,the nist discovered that in 1999 the port authority issued guidelines to upgrade the fireproofing to a thickness of 1 1 / 2 inches .,4099bdf08e6b3b47092320c73cb6104a349b03ec33bfe0f95c07ba746db8ec4e,21354,sentence2,32,search,2
40a070be0fe8459a8e5fb95e9b388160aaa900d7d94aa139d0199b6489f8eb8c,israel faces european backlash over settlement plan,40a070be0fe8459a8e5fb95e9b388160aaa900d7d94aa139d0199b6489f8eb8c,15053,sentence1,9,search,2
40b8aaa9250e4c1ed40bf987f9719b0f1f58f9d9656928cad4bec744505fe7ca,china says defense budget to rise 11.2 % in 2012,40b8aaa9250e4c1ed40bf987f9719b0f1f58f9d9656928cad4bec744505fe7ca,2337,sentence1,12,search,2
40bb8b7a2485b39fb1addaa01b324b8af3a495d27972d578ccb2fbfa5500ab35,medium of exchange minted by a government,40bb8b7a2485b39fb1addaa01b324b8af3a495d27972d578ccb2fbfa5500ab35,35258,sentence2,10,search,2
40c4ce67ef72112ac4039750534b3789d0b2996165a71261e29fc216b615a9ff,"the appetizer devoured , annika sorenstam moves on to the entree this week at the mcdonald 's lpga championship .",40c4ce67ef72112ac4039750534b3789d0b2996165a71261e29fc216b615a9ff,21311,sentence2,41,search,1
40cad832ec1b876863e42991a9cfe1d41823e16b63d63426854ec5099a9daab1,"the first trial of a suspect in last year 's bali nightclub bombings that killed more than 200 people opened in indonesia today , sky news reported .",40cad832ec1b876863e42991a9cfe1d41823e16b63d63426854ec5099a9daab1,25120,sentence2,42,search,3
40d339424134cb2ac04e622983ca01e618865f499f36cefa4ef5103f086a0e4c,abc to look at ' star wars ' live-action series,40d339424134cb2ac04e622983ca01e618865f499f36cefa4ef5103f086a0e4c,10235,sentence2,16,search,2
40fc2c3efaf1c9f1cdecf84af3264e4a9d6c98e9ce7a2a3af366916aa9098ddd,doubt or an impression that something might not be the case .,40fc2c3efaf1c9f1cdecf84af3264e4a9d6c98e9ce7a2a3af366916aa9098ddd,2419,sentence2,13,search,5
41097a33ca5a1570c5b9c692f5df6e3c2b513b4b285fed87d024d442d067987a,"The meat, poultry, butter, cheese and nuts were being stored by more than 100 wholesalers in Chicago.",41097a33ca5a1570c5b9c692f5df6e3c2b513b4b285fed87d024d442d067987a,31170,sentence1,23,search,2
4119bcd878b17c3fbfb18d2e66a7c0f6fc69b96906356fc350db620ea2f4581e,air strike kills one man in syria 's hama,4119bcd878b17c3fbfb18d2e66a7c0f6fc69b96906356fc350db620ea2f4581e,389,sentence2,19,search,3
411a1782d37ff1e3305a21bf8402ef55878eeb29cbaa182245b56e872c233b98,A red dog is sitting and dropping a tennis ball from its mouth,411a1782d37ff1e3305a21bf8402ef55878eeb29cbaa182245b56e872c233b98,16272,sentence2,14,search,7
41655e8243ce16d5b7a9456ae9f153151debed9ce861df4de8688b713b5c36a1,a man puts seasoning in a bowl of water .,41655e8243ce16d5b7a9456ae9f153151debed9ce861df4de8688b713b5c36a1,8270,sentence1,14,search,6
416fa3008771be7f4cac7f538c4430bfa20b55a68862f1da4ca4281e564b69af,the european union must be involved and do so quickly .,416fa3008771be7f4cac7f538c4430bfa20b55a68862f1da4ca4281e564b69af,34350,sentence2,12,search,2
418ba50405e6331f4d0f8d33e9380587c579be0c553eb6391768fa6ce0a656b9,The gate is yellow.,418ba50405e6331f4d0f8d33e9380587c579be0c553eb6391768fa6ce0a656b9,21392,sentence1,5,search,4
4197fd9e14674275a092cbeca19a194878e8106de11ca4a5ed645da74a376f90,thai protesters block polling stations in bangkok,4197fd9e14674275a092cbeca19a194878e8106de11ca4a5ed645da74a376f90,1564,sentence1,15,search,3
41b246776347cb312919bf77017b30e71df3cc473c180a9ed0952a92583035f1,"microsoft says to cut up to 18,000 jobs",41b246776347cb312919bf77017b30e71df3cc473c180a9ed0952a92583035f1,7130,sentence1,10,search,3
41ca1d11982e25ff080ee43766ef463fdacf149bd986cc927c697cacfe893c12,A girl dressed in purple and blue is walking beside her bike at night,41ca1d11982e25ff080ee43766ef463fdacf149bd986cc927c697cacfe893c12,2202,sentence1,14,search,4
41ce253777209895b689b16293887113fbac20d7097458d5bb575deee9743522,pussy riot verdict greeted with defiance,41ce253777209895b689b16293887113fbac20d7097458d5bb575deee9743522,20310,sentence2,12,search,3
41df408de37ccdfba8561b74b10f26ed11aac7b93def91c53c09e147329ba41f,has nasa discovered water on mars ?,41df408de37ccdfba8561b74b10f26ed11aac7b93def91c53c09e147329ba41f,8316,sentence1,12,search,2
41f7869eb51c7f81beffa37b17a92dade53c7af522670bb8643122b7d6f1b5bc,"ahmadinejad is embarking upon an adventure , bernanke .",41f7869eb51c7f81beffa37b17a92dade53c7af522670bb8643122b7d6f1b5bc,4407,sentence2,22,search,2
421568475a3803508eec41dad8a4be4d7aa08b5cc73f52efcf22016cc7724188,a baby is sitting in the grass .,421568475a3803508eec41dad8a4be4d7aa08b5cc73f52efcf22016cc7724188,4092,sentence2,10,search,4
4268cdcf83a6abd2bf650d866467502dc5a002a9442a8bf564975d14fe08a529,"justices said that the constitution allows the government to administer drugs only "" in limited circumstances . """,4268cdcf83a6abd2bf650d866467502dc5a002a9442a8bf564975d14fe08a529,17338,sentence2,20,search,2
428ffbe608d310db0517c01dc1c910b5616a8a1a74f63a726d75e86fc791e810,"teacher talks armed student into giving up , police say",428ffbe608d310db0517c01dc1c910b5616a8a1a74f63a726d75e86fc791e810,25396,sentence1,12,search,3
429f663593c215b113603e5a1bc1d215a29824250b2de71a650d8ea6700d66b7,"north american markets grabbed early gains monday morning , as earnings season begins to slow and economic indicators take the spotlight .",429f663593c215b113603e5a1bc1d215a29824250b2de71a650d8ea6700d66b7,4122,sentence2,26,search,2
42b9a37a3dd3028401ba4645d84c69bf962059ed8afecef14170ae2db0549f04,". what is your definition of "" life force "" ?",42b9a37a3dd3028401ba4645d84c69bf962059ed8afecef14170ae2db0549f04,19489,sentence1,13,search,5
42d49b924b7b934f2389856cf8122bff439e7b39ff740c9546162e29b878a912,hezbollah confirms it sent drone downed over israel,42d49b924b7b934f2389856cf8122bff439e7b39ff740c9546162e29b878a912,9593,sentence2,17,search,3
432948818d8ef8afb49471b68b3b8c94932a8309553b563a86ce86b306b9faac,it 's up to you what you want to do next .,432948818d8ef8afb49471b68b3b8c94932a8309553b563a86ce86b306b9faac,15564,sentence2,15,search,5
4365b5af31bd68507b5e543d14f3b4eeb8ef635bedf4b9e36b4505846eb639c6,ukraine claims rebels flushed from main stronghold,4365b5af31bd68507b5e543d14f3b4eeb8ef635bedf4b9e36b4505846eb639c6,522,sentence1,14,search,3
436eb127b44ffe27ffaf378c43e966122e44f0c4e4464d7cfeb6b26182444953,"kids can 't trust anyone ! ! "" : 50 arrested in florida child sex sting - including several teachers : """,436eb127b44ffe27ffaf378c43e966122e44f0c4e4464d7cfeb6b26182444953,33351,sentence2,34,search,3
43cac6c6e3bdc6030db5ab4ee7c47b044d2916f828545aacc9c9294ab33555e9,puretunes representatives could not be located thursday to comment on the suit .,43cac6c6e3bdc6030db5ab4ee7c47b044d2916f828545aacc9c9294ab33555e9,6333,sentence2,20,search,0
43e30bc9ff1c71276101e39956bc36298c45d776a356618da222f011b36528c0,"first of all , let me say that there seems to be 3 main traits to casting a spell .",43e30bc9ff1c71276101e39956bc36298c45d776a356618da222f011b36528c0,36781,sentence1,23,search,5
43eca81fbba38026a00febd009781353f2136c0c1b0c4f647186b3f162645c89,A crew of workers working on a railroad track.,43eca81fbba38026a00febd009781353f2136c0c1b0c4f647186b3f162645c89,18808,sentence1,11,search,4
4408612c6d3eb7ed7f71e3856fa22c6e3e3607adf3a5e14301b16c481125f375,The snowboarder is doing a flip over a mound of snow,4408612c6d3eb7ed7f71e3856fa22c6e3e3607adf3a5e14301b16c481125f375,12702,sentence1,15,search,6
442c849b5235185419ca1920acf731c316d31a8a280d2f24fdf375e2c7c9cc1b,romney pledges to ' stand with israel ' on iran threat,442c849b5235185419ca1920acf731c316d31a8a280d2f24fdf375e2c7c9cc1b,10220,sentence1,19,search,2
4437322308a1f7a195831310ee60850005ad2e8229d82466c5d2f419338c96b2,A man is riding a water toy in the water,4437322308a1f7a195831310ee60850005ad2e8229d82466c5d2f419338c96b2,28169,sentence1,12,search,6
443a22693a51c4aa2270a60bd64f5788e1dcf79240c8a4cae3ce05d17aed9034,make pure or free from sin or guilt .,443a22693a51c4aa2270a60bd64f5788e1dcf79240c8a4cae3ce05d17aed9034,7518,sentence1,10,search,5
447c55f928302daa9ed2fa12bf738e90e05bdfb6cbdb34c826e39b6d5ea26413,britain sees evidence assad could use chemical weapons,447c55f928302daa9ed2fa12bf738e90e05bdfb6cbdb34c826e39b6d5ea26413,3322,sentence1,15,search,2
4488edc97cb9d5d2806b04b3ff2ceace5806bddbad76c3412b94997b74b10bae,A banana is being eaten by a man,4488edc97cb9d5d2806b04b3ff2ceace5806bddbad76c3412b94997b74b10bae,13119,sentence1,9,search,6
448d1fad9c4428dd40fe87b74d8eb9cead8160eacd51262b72dd6c6648d6b426,( biology ) taxonomic group containing one or more families,448d1fad9c4428dd40fe87b74d8eb9cead8160eacd51262b72dd6c6648d6b426,6201,sentence2,15,search,5
44a86ea2e9fbb0c2c2e1508701cc756413464a5fa1e949ebe576f423075588d9,think so ? they don 't think so !,44a86ea2e9fbb0c2c2e1508701cc756413464a5fa1e949ebe576f423075588d9,17408,sentence2,13,search,5
44c6dbae5cfb8bb62e20f0a935163032ba23ee4206d5639a89c993df32d38232,A man is playing a guitar that is acoustic,44c6dbae5cfb8bb62e20f0a935163032ba23ee4206d5639a89c993df32d38232,51,sentence2,14,search,6
44d950e026bfe1fa16dd495a385b3f06251223356f714060db481f1fa5506b49,more than 60 killed at iraq funeral,44d950e026bfe1fa16dd495a385b3f06251223356f714060db481f1fa5506b49,11693,sentence1,11,search,3
4502e65148591a1edefcdecee08919c563108e7a07b1b2540032e9881e39f4cd,A man is singing to a woman,4502e65148591a1edefcdecee08919c563108e7a07b1b2540032e9881e39f4cd,22349,sentence2,8,search,6
4509f775c7bfc59de4f780ad2e1dac98046bcf5320d120b2122d1be4d0343cb3,a man is smelling two pizzas .,4509f775c7bfc59de4f780ad2e1dac98046bcf5320d120b2122d1be4d0343cb3,22498,sentence1,11,search,6
451b335c25af71bae3c5a19669c8f30643c85669946ecc5c16921fcb54cdfc2e,The woman with the knife is not slicing a pepper,451b335c25af71bae3c5a19669c8f30643c85669946ecc5c16921fcb54cdfc2e,36406,sentence1,14,search,0
45448cb01df53d25445e3972c5efa8bcc2c3a794b31795d6f24b347a99c968f5,iran says un nuclear talks will continue,45448cb01df53d25445e3972c5efa8bcc2c3a794b31795d6f24b347a99c968f5,1461,sentence2,9,search,2
45575b2eff0ec176f7a9a188e26bbf213792c3d7b4657f3772b9f00d347f9093,japan urges u.s. to quickly handle budget deadlock,45575b2eff0ec176f7a9a188e26bbf213792c3d7b4657f3772b9f00d347f9093,9496,sentence2,15,search,2
455e4daeacba58431f5ff394efd2f1a3b6c5272d11a8860c122519a91ec4cbfd,russian president vladimir putin states that the decision to cease implementation of the conventional forces in europe treaty is a response to u.s. plans to establish missile defense sites in eastern europe and to nato 's failure to ratify an amended version of the treaty .,455e4daeacba58431f5ff394efd2f1a3b6c5272d11a8860c122519a91ec4cbfd,32549,sentence1,70,search,2
45785876d2cc55299f8b1d05feba91049964ca01d4ccdad4f6f8dcb7a3f53fe7,a general rule of thumb is every 5-6 hours of skating .,45785876d2cc55299f8b1d05feba91049964ca01d4ccdad4f6f8dcb7a3f53fe7,22056,sentence2,15,search,5
458cdb2379521f2c93b93971bd6eb9f6bcf2a8056c580373724e2b62b0693445,"a protagonist is in the dynamic , maintained state of being alive or has exited this state .",458cdb2379521f2c93b93971bd6eb9f6bcf2a8056c580373724e2b62b0693445,7665,sentence2,23,search,5
45a55cf05c5cec3fea1cf11f8e8aa9524e1021f59986d20ff387c1af3e4fb63d,facebook boosts size of ipo by 25pc to raise $ 15bn,45a55cf05c5cec3fea1cf11f8e8aa9524e1021f59986d20ff387c1af3e4fb63d,23033,sentence1,19,search,2
45c8682aff8ef9ac18faeb9e9019b87ecfcaa14ecb99af353cc0b4ba9b1fdd3a,how can i remove paint from a deck ?,45c8682aff8ef9ac18faeb9e9019b87ecfcaa14ecb99af353cc0b4ba9b1fdd3a,8338,sentence2,12,search,5
45d33b5704723f5e0bf80a8ee9271e695ddcfdab601a5962ebd9ebd2683b0f42,A person is not performing tricks on a motorcycle,45d33b5704723f5e0bf80a8ee9271e695ddcfdab601a5962ebd9ebd2683b0f42,26331,sentence2,10,search,0
45dbc0136f0f4ca7d27f662860f012ffee4c45430721810de0795591512ae8d4,A lemur is eating quickly,45dbc0136f0f4ca7d27f662860f012ffee4c45430721810de0795591512ae8d4,2220,sentence2,6,search,7
45e0cf1644b9f9ea72d397b08420a9b62384433049bc1389db49095ee69ea84a,This is a bad idea.,45e0cf1644b9f9ea72d397b08420a9b62384433049bc1389db49095ee69ea84a,2340,sentence2,7,search,0
45fe62eebb299782fdf49907325c6e75b858230969f054eec372f1f0d733e2d2,cause to vibrate in a definite pattern .,45fe62eebb299782fdf49907325c6e75b858230969f054eec372f1f0d733e2d2,9483,sentence1,12,search,5
46061d46823f7bd1aa08d33fb823fd1c29467125ea326cbf81b550d669682cd1,obama 's delicate dance on same-sex marriage,46061d46823f7bd1aa08d33fb823fd1c29467125ea326cbf81b550d669682cd1,17075,sentence1,16,search,2
461b68d6cff6ede9d0e8480ea934cf30ec29b87f647b5d5a6d57df2a99644f05,a boy is walking across a bridge .,461b68d6cff6ede9d0e8480ea934cf30ec29b87f647b5d5a6d57df2a99644f05,4369,sentence2,11,search,4
46688ae56795ba3d7f9b38734e683a6c5b1ff151dc8abac91f539d1af7d00cae,The women are trying to sell something to the individual.,46688ae56795ba3d7f9b38734e683a6c5b1ff151dc8abac91f539d1af7d00cae,1411,sentence1,11,search,1
468c18cf4ac4599c33f213e1faf27aaa8b8a7f856410ea3a03983d13781b1728,"""We are expending all available resources toward the investigation,"" said Assistant U.S. Attorney Todd Greenberg, a counterterrorism prosecutor in Seattle.",468c18cf4ac4599c33f213e1faf27aaa8b8a7f856410ea3a03983d13781b1728,1212,sentence2,32,search,2
4691bf746ad356bb0136c51df52da47097ab41871b13945138f893054086db30,club or association of people with a shared interest,4691bf746ad356bb0136c51df52da47097ab41871b13945138f893054086db30,1470,sentence1,10,search,5
469474742b8ece3fc6817e8d3d75821f927e4cca41965db1951d2550e2688610,typhoon death toll rises to 3633,469474742b8ece3fc6817e8d3d75821f927e4cca41965db1951d2550e2688610,20018,sentence2,13,search,3
46b748bf180bc52a5d2b6013b4d3811bd39871ddf3628339ab238da034070957,facebook to test mobile payments service,46b748bf180bc52a5d2b6013b4d3811bd39871ddf3628339ab238da034070957,2217,sentence1,6,search,2
46bfb2a38c0856d9c054bd81716fefd2e07a3585dac7db40a7baed5645256ba7,a pointed tool for writing or drawing or engraving .,46bfb2a38c0856d9c054bd81716fefd2e07a3585dac7db40a7baed5645256ba7,8459,sentence1,12,search,5
46c4462e8d4887c4b447f7ed006323e9de69e7ff6c38acb3f107ff5497906e9b,"The climbing equipment to rescue a man is hanging from a white, vertical rock",46c4462e8d4887c4b447f7ed006323e9de69e7ff6c38acb3f107ff5497906e9b,30318,sentence2,17,search,6
46c5840c7941ed9603a18de5867109a6a056572fabe1c57de80dab77c36f18cc,"ahmadinejad board in an adventure , not bernanke",46c5840c7941ed9603a18de5867109a6a056572fabe1c57de80dab77c36f18cc,9460,sentence2,19,search,0
46c82656f40700ba8e926667f7f418dbd5e8d7d2c0ca5b2227c65de474e963a7,a woman sitting on a sofa holding a baby .,46c82656f40700ba8e926667f7f418dbd5e8d7d2c0ca5b2227c65de474e963a7,711,sentence2,14,search,1
46f44c209fb8868c16c777c24a078f7a2d2fe085b0780f02dac633054daeba72,"downstream at mount vernon , the skagit river was expected to crest at 36 feet -- 8 feet above flood stage -- tonight , burke said .",46f44c209fb8868c16c777c24a078f7a2d2fe085b0780f02dac633054daeba72,8233,sentence1,37,search,2
47009755b0af9f794b51fa8a1948eee548fe2ba934a0431550e36818a6202981,"carry , as on one 's back .",47009755b0af9f794b51fa8a1948eee548fe2ba934a0431550e36818a6202981,36774,sentence1,12,search,5
47350afa88b9e18bc76ae7a421548ef1775ceaba3e642a732e0aaa2ad7b53db2,sri lanka 's tamils vote for greater autonomy,47350afa88b9e18bc76ae7a421548ef1775ceaba3e642a732e0aaa2ad7b53db2,15076,sentence2,18,search,2
473636dd730af9e0a14dd354e825c0b226a1e777267aa44a96a8c3275e48d9a4,sheriff : i won 't enforce obama 's gun laws . good for him .,473636dd730af9e0a14dd354e825c0b226a1e777267aa44a96a8c3275e48d9a4,21358,sentence2,28,search,0
476087b701b4097e7dce88e9a29e6b614fe214641e333f3a035ed2a8dea1ec04,Two men are carrying colorful baskets and blankets and walking near a building,476087b701b4097e7dce88e9a29e6b614fe214641e333f3a035ed2a8dea1ec04,36427,sentence1,16,search,4
47737264059110002ecb42125be741e899c62e12a3da22832d5bf098493336a2,an occasion on which people can assemble for social interaction and entertainment .,47737264059110002ecb42125be741e899c62e12a3da22832d5bf098493336a2,7343,sentence2,15,search,5
479b79007d410df64d237552bdf598ce04a52d0d3dc525cde7fae52f59e3c23c,the yellow motorcycle is parked on the street .,479b79007d410df64d237552bdf598ce04a52d0d3dc525cde7fae52f59e3c23c,13579,sentence1,11,search,4
47b021db8c9ddea3a17c7a5d1497b6df1a05052bd2861d402a621aa9316189f8,"The overall accuracy of our gene expression classifier was ~88%, and all T-ALL, TEL-AML1-positive, hyperdiploid and E2A-rearranged cases were correctly classified (i.e., 100% sensitivity) which resembled the data previously reported using other strategies for probe set selection and classifier construction.",47b021db8c9ddea3a17c7a5d1497b6df1a05052bd2861d402a621aa9316189f8,26326,sentence2,74,search,2
