sentence_id,text,source_group,source_row_first_seen,source_column,token_length
050d11e8bfb0f981dce075e9d0cae963234d561fe8313dc0f27ccf4f8201b6be,a boy is checking a calender .,050d11e8bfb0f981dce075e9d0cae963234d561fe8313dc0f27ccf4f8201b6be,438,sentence2,12
160bc9b445c64e26d339577bdf0b2885b2ba408a2b192306ba11046e0a1027a9,berlin will host top-level meetings in october to save key european arms control treaty conventional forces in europe ( cfe ) .,160bc9b445c64e26d339577bdf0b2885b2ba408a2b192306ba11046e0a1027a9,439,sentence2,36
6d4ed28704b53a346ade780c2ab980afaf346d485fd52f8b6241acbedad38b3f,"Not a direct answer to the question, but something to consider.",6d4ed28704b53a346ade780c2ab980afaf346d485fd52f8b6241acbedad38b3f,441,sentence1,14
e03ed207db11d6ce74247d5ed657d030f7c814e89783afbfa0549894076d99e5,deputy speaker nigel evans re-arrested,e03ed207db11d6ce74247d5ed657d030f7c814e89783afbfa0549894076d99e5,442,sentence1,16
0db46ad5c748b6b6d22cae881eba88b1ef0c37a62bc70e0f129ac0391ed012fb,An oriental man and two women are in front of a camera,0db46ad5c748b6b6d22cae881eba88b1ef0c37a62bc70e0f129ac0391ed012fb,442,sentence2,13
caf7f59754bfca7877b538c22e6810c7099ace7b4100412f969d9ce97314bb1f,things are so big and strange .,caf7f59754bfca7877b538c22e6810c7099ace7b4100412f969d9ce97314bb1f,443,sentence1,8
54316dc2db8f23d3e698eb4a778465196055baa0b12b65a6b98e2ade14e48086,A boy and a girl in swimsuits are wearing floats for their arms,54316dc2db8f23d3e698eb4a778465196055baa0b12b65a6b98e2ade14e48086,443,sentence2,18
a948afc0c2d8ec7fbc67b865cc40d21c4e2cf8c846947c34de6841cf0a97a9a9,egypt 's muslim brotherhood set for mass march,a948afc0c2d8ec7fbc67b865cc40d21c4e2cf8c846947c34de6841cf0a97a9a9,445,sentence2,18
39f5064a6e411423e6d73f82ef26e7d9e5ba7220af807f26f86f891222eb03b4,the act of referring or consulting .,39f5064a6e411423e6d73f82ef26e7d9e5ba7220af807f26f86f891222eb03b4,446,sentence1,9
d6b87b237722071b9e40dcd3470f46cef4be66721b517ddc961702b457a0004e,sheriff : man recovers stolen car 42 years later,d6b87b237722071b9e40dcd3470f46cef4be66721b517ddc961702b457a0004e,447,sentence1,12
a291f5378bc773cfabfbd0dc5d0b8f9d7accdb75a3ff16b07d5dea7fdcef5f23,A man is cutting an onion.,a291f5378bc773cfabfbd0dc5d0b8f9d7accdb75a3ff16b07d5dea7fdcef5f23,447,sentence2,7
8804182c5fc596287d756a633ed4417bbd096c7c2316aa10eb35825f0ffc297f,britain 's prince philip set for ' exploratory ' surgery,8804182c5fc596287d756a633ed4417bbd096c7c2316aa10eb35825f0ffc297f,450,sentence1,20
602d0ebf641ae665ec835956d71c3b4366a57c19bfa5ceee5137c0596930d9f0,move oneself very fast .,602d0ebf641ae665ec835956d71c3b4366a57c19bfa5ceee5137c0596930d9f0,451,sentence1,7
66f78c45dce704d31c912c8ec9b4525341d6e9be91190a88f9b6e861c1784862,Two bmx bikers are jumping dirt ramps in front of a body of water,66f78c45dce704d31c912c8ec9b4525341d6e9be91190a88f9b6e861c1784862,453,sentence1,21
99b13e7ee869079e96d1db54b8bea13a58b7e4acd1e0c029cd9ea16034e47bea,"you 're such a bad person ! """,99b13e7ee869079e96d1db54b8bea13a58b7e4acd1e0c029cd9ea16034e47bea,454,sentence2,12
c7d0866a44e83f11a28e5310cf7cee01bc7fb41f0ef0c0db60049d2d40b2f8d4,i think there isn 't a general answer .,c7d0866a44e83f11a28e5310cf7cee01bc7fb41f0ef0c0db60049d2d40b2f8d4,456,sentence1,15
1bf24e6dd496ac4db366ef43fc7927acc9315d349ce70dd90bbb73709887d5c9,thistle is classified as a noxious weed in most places and must be controlled .,1bf24e6dd496ac4db366ef43fc7927acc9315d349ce70dd90bbb73709887d5c9,457,sentence2,22
d8a85da5dcc4dc45868c2e51d2418df2263bd871eefdb405051d801c8d9e3507,there is still a closed path,d8a85da5dcc4dc45868c2e51d2418df2263bd871eefdb405051d801c8d9e3507,458,sentence2,7
90587bc408c7ed86ffdce1c125aa03451e1609c2c3ac4c6c8ccbf69235d1cd83,"finally , the order in which the terms appear in the document is lost in the vector space representation .",90587bc408c7ed86ffdce1c125aa03451e1609c2c3ac4c6c8ccbf69235d1cd83,459,sentence1,22
1ef604b6770ae2e7ba9c0db23bd872519463108eeeeacf887e3eb1e222795c57,a person is cutting a meat .,1ef604b6770ae2e7ba9c0db23bd872519463108eeeeacf887e3eb1e222795c57,462,sentence2,10
a610284582873a928b6dba678081b5d2deb92327544926935e520137d424befd,"so , i don 't know how legitimate this is but yeah .",a610284582873a928b6dba678081b5d2deb92327544926935e520137d424befd,464,sentence1,18
964419e45777b9b62eea8e524b647976baeca96a4e911fbc20d9612e9b3a9c57,a brown dog carrying a stick in its mouth .,964419e45777b9b62eea8e524b647976baeca96a4e911fbc20d9612e9b3a9c57,464,sentence2,13
ae6c12fd00a148432d7e553a48e792deb5179e863a76127a8ed0d6f13f668646,originally posted by vitchilo march is also the date for the uprising in china .,ae6c12fd00a148432d7e553a48e792deb5179e863a76127a8ed0d6f13f668646,465,sentence2,22
42b50e9d32477fcde2a551ef76784569dec79785374be0d3fc21e23212296554,yahoo to buy tumblr for $ 1.1 billion,42b50e9d32477fcde2a551ef76784569dec79785374be0d3fc21e23212296554,467,sentence1,14
102f5fc5d68cf82ee2785add54e7639cab6f632d68e92a620a97f5912153d752,It doesn't matter unless it is really far off.,102f5fc5d68cf82ee2785add54e7639cab6f632d68e92a620a97f5912153d752,467,sentence2,13
eadc0a97b5be4aef8303dfbcd5a3c4c9740268cd57133b37aa89efe204a27bee,A man is exhibiting a small monkey,eadc0a97b5be4aef8303dfbcd5a3c4c9740268cd57133b37aa89efe204a27bee,468,sentence2,9
9c6731339f5d61b4522c18301adfca4589c35d81d788a5fd2d270efe6e2532f0,make ready for action or use .,9c6731339f5d61b4522c18301adfca4589c35d81d788a5fd2d270efe6e2532f0,469,sentence2,8
8b2479b514e43947d805f6bd3dddcec5ad3db422f39f6fff85e3b1d5c4d8e5b6,i think this is one of those things where you are just out of luck .,8b2479b514e43947d805f6bd3dddcec5ad3db422f39f6fff85e3b1d5c4d8e5b6,470,sentence1,18
04a4ae382ba192354253c9706719cdf559f76bf7bd7ec392fbd94ddc2e50cc9c,a boy in black waves his arms while other people are behind him on a field .,04a4ae382ba192354253c9706719cdf559f76bf7bd7ec392fbd94ddc2e50cc9c,470,sentence2,20
86ddc17aff42fba0581f98ef38b8a83ade4eefd3b2250a11afc04bc059563c52,Three women are resting in a village,86ddc17aff42fba0581f98ef38b8a83ade4eefd3b2250a11afc04bc059563c52,471,sentence2,9
91217db9c74934387668220324dcf0f367a0103ab2b4519a0c9f18d94161a460,nadal tops djokovic for 7th french open title,91217db9c74934387668220324dcf0f367a0103ab2b4519a0c9f18d94161a460,472,sentence2,16
03a06e34bba70d95e479bf0b174a9eac74e46f56a1c7b1e75267a1a402d1814b,""" bulb a "" "" s path only contained switch z """,03a06e34bba70d95e479bf0b174a9eac74e46f56a1c7b1e75267a1a402d1814b,475,sentence2,15
3b3186cff4d97cb1bc0c1084e7abddf7349d3f7d177163c017ab804ece32e053,A person is severing the toe of an empty leather boot with a sword,3b3186cff4d97cb1bc0c1084e7abddf7349d3f7d177163c017ab804ece32e053,479,sentence1,19
1abb4bcce340d6fa2aa731273877b4dce4ddeae599407235caace89df813f5fb,3 chinese tourists killed in pakistan,1abb4bcce340d6fa2aa731273877b4dce4ddeae599407235caace89df813f5fb,479,sentence2,12
eb70ba0de0728c63af417f7124866e2a57f0c75b29aa5d28651eaafb06289ca2,There is no dog standing on one leg and is waiting for a soccer ball,eb70ba0de0728c63af417f7124866e2a57f0c75b29aa5d28651eaafb06289ca2,480,sentence2,16
de049ac0949f75b26a0b8bade9fa89723bd6d656845c2f640a9828a723ef3424,"p ( b ) is the prior or marginal probability of b , and acts as a normalizing constant .",de049ac0949f75b26a0b8bade9fa89723bd6d656845c2f640a9828a723ef3424,481,sentence1,28
9edd707690861832d6ed604d4c1f6e9ef354c10e9317fe996a0afd5b69fe9df0,China: Relief in focus as hope for missing fades,9edd707690861832d6ed604d4c1f6e9ef354c10e9317fe996a0afd5b69fe9df0,481,sentence2,11
9248d3ec9f0fad3c6b35262646fb7ed9b40bbbb54937a094b692083b44ead2fb,A soda is being opened and drunk by a woman,9248d3ec9f0fad3c6b35262646fb7ed9b40bbbb54937a094b692083b44ead2fb,484,sentence2,11
d90fa67337dd39bab31bff0ae78d54559b668804201f650c75bac0dd19e3152f,weak earnings drag us stocks lower in early trade,d90fa67337dd39bab31bff0ae78d54559b668804201f650c75bac0dd19e3152f,485,sentence1,9
6d2407cdd443681d93e35500d8353f7718448efaf18629ea37f8cc3ad7889378,"asian muslims celebrate eid as 52 die in pakistan , afghanistan",6d2407cdd443681d93e35500d8353f7718448efaf18629ea37f8cc3ad7889378,486,sentence2,28
e792fd2c30cd1de74393f1fbe00f766d16769a0c043445d42370b1a6e2dcd274,A potato is being sliced by the man,e792fd2c30cd1de74393f1fbe00f766d16769a0c043445d42370b1a6e2dcd274,488,sentence1,9
28f301fa133f85aa48214819468c3daf9be6cb7905a76630ecc5016326ea5f44,Fish is being cooked by a woman,28f301fa133f85aa48214819468c3daf9be6cb7905a76630ecc5016326ea5f44,491,sentence1,8
762c0b9634fe041f9cd5080d1d4ed06b629ad43cc9ad69f05fdb27a438fe1c61,the force by which one object attracts another .,762c0b9634fe041f9cd5080d1d4ed06b629ad43cc9ad69f05fdb27a438fe1c61,491,sentence2,11
21643fe53c3f75d8410157c94c079896983962bf0c827a1d9ca42087ba363e55,an old woman is shaking hand with a man .,21643fe53c3f75d8410157c94c079896983962bf0c827a1d9ca42087ba363e55,492,sentence2,12
b76a1ebfbaf93a451a5fa0675d67521761cb3be3a28dd4ea36f06f33fdb49fab,this point of the payment opens the door with the arbitrary one .,b76a1ebfbaf93a451a5fa0675d67521761cb3be3a28dd4ea36f06f33fdb49fab,493,sentence1,15
287f3f19000cf09adc9872ed59f0b6e855828076edd78cead5f4edc7fce594bc,The young adult are cold,287f3f19000cf09adc9872ed59f0b6e855828076edd78cead5f4edc7fce594bc,495,sentence1,5
018b9afbf232e85fe4b5291ec386e238e5ab0d1009b010b30049da3aee8d4c1c,A man with Indian clothing and henna on his hand is going through paperwork,018b9afbf232e85fe4b5291ec386e238e5ab0d1009b010b30049da3aee8d4c1c,496,sentence2,17
7b484d8541da7757b32a1a1bba408978db2c9bd8a87e52def57b1864c8ec9928,reverse the winding or twisting of .,7b484d8541da7757b32a1a1bba408978db2c9bd8a87e52def57b1864c8ec9928,497,sentence2,10
f079339c1422f38d11abf9732e37e99ad78ee20642a17c8c7e576f5b9090d0a3,india building collapse kills 14 ; dozens trapped,f079339c1422f38d11abf9732e37e99ad78ee20642a17c8c7e576f5b9090d0a3,498,sentence1,11
cc6f8176cd7e158d296b35f8953250c8307f88b64d3af2be22887bd6d6facb86,kl shares lower at mid-morning,cc6f8176cd7e158d296b35f8953250c8307f88b64d3af2be22887bd6d6facb86,498,sentence2,11
5abd1490d0804b1279e83d92ce5064ee42f67925c5334fdd45d3a371eff0c282,i don 't like flavored beers .,5abd1490d0804b1279e83d92ce5064ee42f67925c5334fdd45d3a371eff0c282,499,sentence1,13
72f045254e18fdfc9e78f44b8187816419a00d29c944736bcd54fbac4f78a9fb,a brief attempt at some endeavor,72f045254e18fdfc9e78f44b8187816419a00d29c944736bcd54fbac4f78a9fb,500,sentence1,7
a1508252b035804f3f47db80123e0e9fe9c7c52a10aa83f8da6a2e26242d8cba,two terriers play on the wood floor of their home .,a1508252b035804f3f47db80123e0e9fe9c7c52a10aa83f8da6a2e26242d8cba,500,sentence2,15
fdd055f4d48355f4fa63f1c5886cce724141ebc670beb146136dfa520ca384dc,guinea votes in long-delayed legislative poll,fdd055f4d48355f4fa63f1c5886cce724141ebc670beb146136dfa520ca384dc,501,sentence1,13
b0c08a25ba7bbc338b14a61c59fd1c8e81d44967cf3dbf8d5f942c71cb2a07e2,"terminals 4 , 5 , and 6 are only connected to the positive battery terminal .",b0c08a25ba7bbc338b14a61c59fd1c8e81d44967cf3dbf8d5f942c71cb2a07e2,501,sentence2,20
b23af565394bbb6150d8b1a1175addbcc3d6a43234267b54fead7cca5972873d,us hands over bagram prison to afghan authorities,b23af565394bbb6150d8b1a1175addbcc3d6a43234267b54fead7cca5972873d,502,sentence1,12
d893c495a250c137e5fff587f7d316797ed20388fbeaeaa41a5ae9bdafa906fd,Three men are looking into the distance,d893c495a250c137e5fff587f7d316797ed20388fbeaeaa41a5ae9bdafa906fd,502,sentence2,7
319617969003b6fd68caaf9c5a0088bcf48738060ffd458ecabccdd38ab684ce,"the eye to aspects of the bee plays an important role , since it is able to see in all directions , in a 300 degrees .",319617969003b6fd68caaf9c5a0088bcf48738060ffd458ecabccdd38ab684ce,504,sentence1,33
3b299713720a119161c816e8ad0454429ae038bed9837b8f439ff97757f5b9d4,ukraine refuses to act against russian ' provocation',3b299713720a119161c816e8ad0454429ae038bed9837b8f439ff97757f5b9d4,505,sentence1,17
b1c2db19a94af8ec14238a61da3714af5d0a6e737c0f7b760bb71e5badb7406c,meshed frame over windows and doors,b1c2db19a94af8ec14238a61da3714af5d0a6e737c0f7b760bb71e5badb7406c,505,sentence2,7
12b0cb57799e4a9dc907701a45cbc2b2f8e6996a285ae55c58213286245dff31,nytimes : great obit on dear abby .,12b0cb57799e4a9dc907701a45cbc2b2f8e6996a285ae55c58213286245dff31,506,sentence1,17
5a70d0a1ab6e881779d584bb4b782b67e0ea3b7121a941099812eb68e7297fdf,amazon unveils new fire tv streaming video box,5a70d0a1ab6e881779d584bb4b782b67e0ea3b7121a941099812eb68e7297fdf,506,sentence2,11
c4dbcc053cd0e2e4a9bd9ea1791fa0c750520810b02d719c482fe02b0efdb2d5,egyptians vote on islamist-backed constitution,c4dbcc053cd0e2e4a9bd9ea1791fa0c750520810b02d719c482fe02b0efdb2d5,509,sentence2,15
0d430fd721bab0e04858a73601703e146c9d3e35d54ff316b0d2b9ae3aadedd6,two hockey players in a struggle on the ice .,0d430fd721bab0e04858a73601703e146c9d3e35d54ff316b0d2b9ae3aadedd6,510,sentence1,13
8b6f2abf18de1e2ae71b30de70388311fcec2c6cbcacabee24e1b1228080105e,this regulation point opens the door to the arbitrary one .,8b6f2abf18de1e2ae71b30de70388311fcec2c6cbcacabee24e1b1228080105e,510,sentence2,13
700e781dd663881abeb75fa81b5a39658f8e8e59ab7e5b21a33e686da9040d03,the leaders are today a new chance and thus let .,700e781dd663881abeb75fa81b5a39658f8e8e59ab7e5b21a33e686da9040d03,511,sentence2,13
f847f4dae3aceb806eb52e8b1338f8d87050e543cdecb7beccde13e73e1b54cd,a short theatrical performance that is part of a longer program .,f847f4dae3aceb806eb52e8b1338f8d87050e543cdecb7beccde13e73e1b54cd,512,sentence2,15
cd6669c6eb9e59c1d7e5f935df71fca55997ad90296f8fd57b04b9e995f2e851,"3 dead , 4 missing in central china construction accident",cd6669c6eb9e59c1d7e5f935df71fca55997ad90296f8fd57b04b9e995f2e851,513,sentence1,11
9b11c5a22e26f6bdc6350307bf240cdfa0d4157769f51a7b6822a74a5cdefa5e,terminals 1 and 2 are in the same electrical state,9b11c5a22e26f6bdc6350307bf240cdfa0d4157769f51a7b6822a74a5cdefa5e,513,sentence2,11
6fd65b0fff914b3eec4c13301c48270f869d7308a7a9a0d5fc87b59e8e67ee13,wooden cabinets in kitchen .,6fd65b0fff914b3eec4c13301c48270f869d7308a7a9a0d5fc87b59e8e67ee13,514,sentence1,6
66cd671a084069852685d9a8c6ff9ae75bafaa438041533b4a0a7574c319d161,give help or assistance ; be of service ;,66cd671a084069852685d9a8c6ff9ae75bafaa438041533b4a0a7574c319d161,514,sentence2,11
4764a54eaae27d14027aff31692cab78e16e01ebb5fb6ea4ddd0a0720d33ecb2,sadly ford did accept taxpayer money .,4764a54eaae27d14027aff31692cab78e16e01ebb5fb6ea4ddd0a0720d33ecb2,515,sentence2,10
71b86cf252852d963f314ec30727750316356a5767cfe3185cc3f1a3eb3aa30c,A woman is being carried by a man,71b86cf252852d963f314ec30727750316356a5767cfe3185cc3f1a3eb3aa30c,516,sentence2,9
f7581fff34b9d795adb802389dbf6a022badc7e1a6699d7c843f09ce50381f6f,italian foreign minister confers with ghana vp,f7581fff34b9d795adb802389dbf6a022badc7e1a6699d7c843f09ce50381f6f,517,sentence1,12
aaa0ccdd0e6da6f7fba1a66bd5b63b1eed93b1411806424927b71e673c84a66c,the act of losing or surrendering something as a penalty for a mistake or fault or failure to perform etc ..,aaa0ccdd0e6da6f7fba1a66bd5b63b1eed93b1411806424927b71e673c84a66c,518,sentence1,26
61f0db6d2fdfa09e416453cbbca175c445d78fb4d1c4421e06b758b14b3a3836,i really do not think there is much you can do about that .,61f0db6d2fdfa09e416453cbbca175c445d78fb4d1c4421e06b758b14b3a3836,518,sentence2,16
f4ef6a820e64d60d5e3107b81b5f1466f99bdf3951eb0cbb8db5e338505c1304,""" but they did not , as of the time of this particular tragic event , provide the security we had requested , "" mr jordan said .",f4ef6a820e64d60d5e3107b81b5f1466f99bdf3951eb0cbb8db5e338505c1304,519,sentence1,36
0ec297b26ae745412c0013c701963115a697a7ee01b3633cf667bf908225ddd8,A man is walking in the rain,0ec297b26ae745412c0013c701963115a697a7ee01b3633cf667bf908225ddd8,520,sentence1,7
056643155eb3a7b1faba41b49af0746c03eb82256ffb9ed23541fa4abbd5b8e7,has the effect of increasing the power of the large countries at the expense of the smaller countries .,056643155eb3a7b1faba41b49af0746c03eb82256ffb9ed23541fa4abbd5b8e7,521,sentence1,20
2344e57ccee68f1aad716fbe71a212f707a1a89e2fddbdd5dde67f6823e1e4f7,the head of a city government .,2344e57ccee68f1aad716fbe71a212f707a1a89e2fddbdd5dde67f6823e1e4f7,522,sentence2,9
7f11170776207b1c07605b0f3d3ee5c3ffdc131994ab30494305db49cf123f33,behemoths in the attack .,7f11170776207b1c07605b0f3d3ee5c3ffdc131994ab30494305db49cf123f33,523,sentence2,10
4ff315a00c541b5af9049d03233d6a5800e61b581129c21f906ee616e6c76d49,twitter ordered to help reveal sources of anti-semitic posts,4ff315a00c541b5af9049d03233d6a5800e61b581129c21f906ee616e6c76d49,525,sentence1,14
66f13931512335d4d29d2cfd75497ea38ccc126ed14223ab83ff5e10e8441130,iranians “ confess ” to nuclear scientist murders,66f13931512335d4d29d2cfd75497ea38ccc126ed14223ab83ff5e10e8441130,527,sentence1,13
0c40fa9d6782e19b495584dc23a4b14ba63a06efd20b9d3b2b31e7637e52f376,The man with brown hair is wearing sunglasses and is sitting at a table with cans of soda and other drinks,0c40fa9d6782e19b495584dc23a4b14ba63a06efd20b9d3b2b31e7637e52f376,528,sentence1,23
da90ccb5da699236061e07f06dfd7383bd07e2e991c314013ebf094d0dfb8e79,amazon 's bezos to buy the washington post for $ 250 million,da90ccb5da699236061e07f06dfd7383bd07e2e991c314013ebf094d0dfb8e79,530,sentence1,18
7aceada34da45b33c1f4de80ff8f275739393953ddc761aabb339579e11ffe0c,"art meets technology before tragedy : photog taryn simon & computer genius aaron swartz create a project , via ny times",7aceada34da45b33c1f4de80ff8f275739393953ddc761aabb339579e11ffe0c,530,sentence2,39
9e1c603b70475f45e94291c7ce89ff071c380570c9c2fa997cb1d22b132db043,death toll in nairobi attack rises to 59,9e1c603b70475f45e94291c7ce89ff071c380570c9c2fa997cb1d22b132db043,531,sentence2,14
507e9c2067780e9d9f8a6b1e3866beebfe60f63c4645bd333d2cd6da5b7f3f4c,muslim brotherhood banned in egypt,507e9c2067780e9d9f8a6b1e3866beebfe60f63c4645bd333d2cd6da5b7f3f4c,532,sentence2,13
224f517e3fa80a06dde663161761ff02c28e8ccc20df4e0b37b6995b1bbf8552,euro zone to greece : no rescue without reforms,224f517e3fa80a06dde663161761ff02c28e8ccc20df4e0b37b6995b1bbf8552,533,sentence1,14
65249139aff4a26d216f1dfe05ce95ebed840073775f601ab8a30956be6946ab,jury nullification means a law isn 't constitutional ?,65249139aff4a26d216f1dfe05ce95ebed840073775f601ab8a30956be6946ab,534,sentence1,16
8c40a0ed7013ce395c7adb77b50bd5181e9af7d3eda6984331634572029c9330,"The security official's backup couldn't fill in because he was on active military duty, Strutt said.",8c40a0ed7013ce395c7adb77b50bd5181e9af7d3eda6984331634572029c9330,534,sentence2,25
52ede8f9e3dc6149bc7aaef2e06440afd81a4e81e23bb79fbef1e6fdbd18bf8c,afghan drug trafficker was caught in tajikistan .,52ede8f9e3dc6149bc7aaef2e06440afd81a4e81e23bb79fbef1e6fdbd18bf8c,537,sentence2,17
5b937fcbe714dc36e877c244289d00d717a2a7c816d4ddd5e5b588f0a4b338ad,"a long-haired man with a hat standing between two large , half-empty coke bottles .",5b937fcbe714dc36e877c244289d00d717a2a7c816d4ddd5e5b588f0a4b338ad,538,sentence1,28
8e6aee6eb4a7b38cb3d87fd6227675834b1e28e1bfa185f896ca0205af13a3a8,there is no gap between the positive battery terminal and terminal 5,8e6aee6eb4a7b38cb3d87fd6227675834b1e28e1bfa185f896ca0205af13a3a8,538,sentence2,12
57e0b3ff7e1c770600269148ffb12f8cbbdde3f4a9b7a9a549af9ee5f1fbb2d3,3 traffic accidents leave 56 dead in china,57e0b3ff7e1c770600269148ffb12f8cbbdde3f4a9b7a9a549af9ee5f1fbb2d3,539,sentence1,8
9acddbf609528d4870d320ad9c09ee6914dae53c870bae8b269ccd50344f8293,"You have a lot of answers already, but I'd like to add Curries as another solutions.",9acddbf609528d4870d320ad9c09ee6914dae53c870bae8b269ccd50344f8293,540,sentence1,22
4cfaee439d180b5b37545e9fe274396ae23468d2ebe7ac18ee1100f264dec671,soggy solstice : stonehenge gets soaking,4cfaee439d180b5b37545e9fe274396ae23468d2ebe7ac18ee1100f264dec671,542,sentence1,14
dc06a71e7ba4d4faacf33e8ed27bb0c61e00bfc34e6ddc14b84715c236400307,captain of sunken south korean ferry arrested,dc06a71e7ba4d4faacf33e8ed27bb0c61e00bfc34e6ddc14b84715c236400307,543,sentence1,11
f902b2c26341d3f56a3cf7d30e5ac5c274a438340d5516239043c9d37c4b40cc,an rising star on london 's thespian scene tells his story of - being bin laden,f902b2c26341d3f56a3cf7d30e5ac5c274a438340d5516239043c9d37c4b40cc,544,sentence2,26
1e6a57e631f4b96d6ec7f545b1d6e2ca65898ea122ff9596639b112fa63259c2,A nude crowd in body paint is walking in front of a lady,1e6a57e631f4b96d6ec7f545b1d6e2ca65898ea122ff9596639b112fa63259c2,545,sentence2,15
e25fee720e2bec278eb9d1d135c4237b709b972d836aed90f4c3d1f3989d5bf4,The car needs to some work,e25fee720e2bec278eb9d1d135c4237b709b972d836aed90f4c3d1f3989d5bf4,548,sentence2,6
913b5ec75451d7a4adb6991ec60141c5b4e168f94887bd6529dd9a4d8dc0d821,paul theroux ? s travel wish list,913b5ec75451d7a4adb6991ec60141c5b4e168f94887bd6529dd9a4d8dc0d821,549,sentence2,12
fc606563851249084eaf2c02d0f1aecda108007a4fe2999e858d5b27bb10c886,"as i have already explained in second reading , is at the root of this directive .",fc606563851249084eaf2c02d0f1aecda108007a4fe2999e858d5b27bb10c886,550,sentence1,20
0097cb364eb336a479af0bd695d455b116fbc3c6c43e1a032bd672d7356c8480,"back in the day , "" cable "" was used to describe communications sent abroad .",0097cb364eb336a479af0bd695d455b116fbc3c6c43e1a032bd672d7356c8480,550,sentence2,18
d505522d1ccf59017ecfcd49dbdc1ceafc614a23a10dfe84de8e14273841a1b5,"bulbs a , b , and c are on a path with the battery",d505522d1ccf59017ecfcd49dbdc1ceafc614a23a10dfe84de8e14273841a1b5,552,sentence1,20
c6aa0ce759fd70f956914573220d089e5ec434b342f1bce2135da58ccd30348a,"there is always "" transitional authority "" by virtue of the writing of regulations .",c6aa0ce759fd70f956914573220d089e5ec434b342f1bce2135da58ccd30348a,552,sentence2,17
12a89e57151b98a7fbdf88e95174ba781ff0475699c6c94505b368cd4a4a4869,a position given by its location to the side of an object .,12a89e57151b98a7fbdf88e95174ba781ff0475699c6c94505b368cd4a4a4869,557,sentence1,15
1694d0228de83314d1f29f60eea69ad51d02b4224f8942b0ad6196e511218597,a kid runs in the opposite direction of others who were playing a game .,1694d0228de83314d1f29f60eea69ad51d02b4224f8942b0ad6196e511218597,557,sentence2,18
18a7b682bb3aac208a8230d6be527279400783c821b4c9a62d55fad5cfe7803a,doctor treating aurora shooting suspect had medical reprimand,18a7b682bb3aac208a8230d6be527279400783c821b4c9a62d55fad5cfe7803a,560,sentence2,12
ee937da7f63ab4e27c7a31ee8379b4b62d406021bb6c95f3400002508487c04f,decorative cover for a bed .,ee937da7f63ab4e27c7a31ee8379b4b62d406021bb6c95f3400002508487c04f,561,sentence1,8
44d5b3d7519a791bff7895826e9d172a222318a6e05d8e696bc9c44250ecec34,the battery and the bulb must be in a closed path together .,44d5b3d7519a791bff7895826e9d172a222318a6e05d8e696bc9c44250ecec34,561,sentence2,15
c4d11716b7ca4db9e0af5775177e10814e9062f50bbea2bdc3d1e5bb9b71f6f2,because the battery is not in a closed circuit,c4d11716b7ca4db9e0af5775177e10814e9062f50bbea2bdc3d1e5bb9b71f6f2,562,sentence1,10
327476b938787e64766fe107a794686e773be5195d3c8e21d3247466a89767d5,an explanation or alibi for something,327476b938787e64766fe107a794686e773be5195d3c8e21d3247466a89767d5,564,sentence1,7
afb708e53830ac268595357a478d8ba3316721427395c61414ebb4b882ad6f22,hold in a tight grasp .,afb708e53830ac268595357a478d8ba3316721427395c61414ebb4b882ad6f22,564,sentence2,8
538f85ece810975893f45b7a9324aef012224ea2900cb69d5d74770ec9f5b869,indonesia : death toll rises to 11 in indonesia boat capsize,538f85ece810975893f45b7a9324aef012224ea2900cb69d5d74770ec9f5b869,566,sentence2,25
ee02e955f750dc5e5c6f64e5c35671599473be18ffe6b8fec98485654271d141,Your best bet is research.,ee02e955f750dc5e5c6f64e5c35671599473be18ffe6b8fec98485654271d141,568,sentence1,7
077df77b785a268003c3f9781bfe11749e8e5e05ef25362e3902ccd04df40a1e,powerful 7.6 quake strikes off solomons,077df77b785a268003c3f9781bfe11749e8e5e05ef25362e3902ccd04df40a1e,569,sentence1,11
5ca49fe30e8d40752023b02ac478d41205f972c0668376ad94a11c15bdc375b2,switch x is in the closed path with bulb a,5ca49fe30e8d40752023b02ac478d41205f972c0668376ad94a11c15bdc375b2,570,sentence2,12
ce901dda9028f475ab180f7e7623ff774059b23bac86ae6748cb2c50b15cc09e,A girl is using sign language,ce901dda9028f475ab180f7e7623ff774059b23bac86ae6748cb2c50b15cc09e,572,sentence1,6
592b6ff20e6ab4eeced5a739aa7a923f797eb4ce8588306563fc7f16cf39fcc2,one asian and one occasion woman in glasses smiling with their thumbs up .,592b6ff20e6ab4eeced5a739aa7a923f797eb4ce8588306563fc7f16cf39fcc2,572,sentence2,18
6e45985b695b970fcef41035710a8559e09e2c2e032c7f55b9fcde820748c45a,egyptians vote on divisive constitution,6e45985b695b970fcef41035710a8559e09e2c2e032c7f55b9fcde820748c45a,573,sentence2,13
7b9b144e2cf23b43f2f3779511dc3ad0a5a0e7ae7e767709076b438caf2ce1e9,no has has shut down the oil fields .,7b9b144e2cf23b43f2f3779511dc3ad0a5a0e7ae7e767709076b438caf2ce1e9,577,sentence1,10
2d00aac0b2e4b1add2a423545bd7b1a901db20bcc66b423d6c8a886cccc1f312,The man is performing a large jump,2d00aac0b2e4b1add2a423545bd7b1a901db20bcc66b423d6c8a886cccc1f312,578,sentence2,8
