split,group,filtered_row,source_row,baseline_similarity,sentence2_token_length,sentence1,sentence2
search,all,708,719,0.8531234264373779,18,A dog is missing the ball in mid air,A brown and white dog is jumping in the air with a tennis ball in its mouth
search,all,711,722,0.8546024560928345,15,Rugby players are tackling each other,The players are kicking each other while attempting to kick the ball.
search,all,722,733,0.8603475093841553,17,A large white animal is jumping up in the snow,A dog running across the snow with a snowball in it's mouth.
search,all,725,736,0.8619741797447205,17,a black dog is running through the grass carrying something red in its mouth .,A dog running across the snow with a snowball in it's mouth.
search,all,727,738,0.8630099296569824,12,A dog with a ball is being chased in the grass,The golden dog is running through a field of tall grass
search,all,732,743,0.8656343221664429,14,the man is playing the guitar .,A man is passionately playing a guitar in front of an audience
search,all,733,744,0.8662347197532654,30,"two kuwaitis and six palestinians with jordanian passports were among the suspects , the official said .","the men had pakistani passports and reportedly were seen together at the airport earlier in the evening , law enforcement sources said ."
search,all,735,746,0.8671699166297913,10,The train heads down the tracks and along the hedge.,a long train is on train tracks .
search,all,739,752,0.869201123714447,12,Man in yellow canoe paddling through water.,turn the paddle ; in canoeing .
search,all,747,762,0.8707205057144165,22,cause to move with a flick or as if with a flick,"skip , leap , or move up and down or sideways as a manner of motion ."
search,all,750,765,0.8710759878158569,9,a white and black dog is jumping into a pool .,black and white dog running through water .
search,all,752,767,0.8720484972000122,18,The brown animal is jumping in the air,A brown and white dog is jumping in the air with a tennis ball in its mouth
search,all,753,768,0.872050404548645,16,a woman is slicing cucumber .,A woman is scrubbing a zucchini with a brush for vegetables
search,all,766,782,0.8742161989212036,13,I guess it depends on what you're going to do.,You have to decide what you want to get out of this.
search,all,768,784,0.8745954632759094,12,a man is slicing potato .,a woman is chopping a potato .
search,all,778,796,0.8770103454589844,12,The plane is getting ready to take off.,a large passenger jet flying close to the ground .
search,all,789,808,0.879868745803833,10,Bomb blast kills 10 in southwest Pakistan,bomb kills three in northwest pakistan
search,all,790,810,0.8798866271972656,12,A dog with long hair and a red vest is running in the grass,The golden dog is running through a field of tall grass
search,all,807,828,0.8832511901855469,17,tunisia opposition leader slain ; protests erupt,thai protesters obstruct vote ; 1 dead in violence
search,all,815,836,0.8840842843055725,11,the act of forcing out someone or something .,the act or means of getting rid of something .
search,all,818,839,0.8844684958457947,15,if the other bulb is no longer contained in a closed path with the battery,the switch has to be within a closed path with the bulb and battery
search,all,819,840,0.8848592042922974,9,gunmen kill nine foreigners in pakistan,8 soldiers killed in bomb attack in NW Pakistan
search,all,824,845,0.8856602907180786,8,A dog with a ball is being chased in the grass,A dog is running towards a ball
search,all,829,850,0.8868466019630432,8,mix or breed things of different varieties or qualities,make something more diverse and varied .
search,all,832,853,0.8870722651481628,9,A potato is being peeled by a woman,A man is peeling a potato.
search,all,833,854,0.887613832950592,13,the black dog is running on the grass with a toy in it 's mouth .,A dog with a ball is being chased in the grass
search,all,843,864,0.8897461295127869,8,south african icon nelson mandela hospitalized,mandela leaves hospital after 10 days
search,all,851,872,0.8913893699645996,9,a man is slicing potato .,A man is peeling a potato.
search,all,858,880,0.8928602933883667,13,hundreds dead or injured in china quake,"death toll in nepal earthquake tops 8,000"
search,all,859,881,0.8934551477432251,10,The plane is getting ready to take off.,plane in mid-flight at sunset .
search,all,864,886,0.8958147764205933,9,A girl is not playing the guitar,The person isn't practicing the guitar
search,all,865,887,0.8964343070983887,8,the positive battery terminal is connected to terminal 6,terminal 1 is connected to the positive terminal
search,all,868,890,0.8975427150726318,8,A child is not playing slip and slide in the grass,A boy is not playing a guitar
search,all,873,895,0.8994342088699341,15,black dog chasing brown dog through snow,a black dog fighting with a brown dog in the snow .
search,all,876,898,0.9000479578971863,13,black dog chasing brown dog through snow,A black dog fighting with a brown dog in the snow.
search,all,889,911,0.9055521488189697,8,A girl is not playing the guitar,A boy is not playing a guitar
search,all,895,918,0.9085475206375122,20,Two little boys are wearing tuxedos,Some boys being dressed with a carpet are sitting on two red tuxedos 
search,all,897,920,0.9090297222137451,20,bulb b and bulb c are contained within a closed path,bulb b and bulb c were still contained in the same closed path with the battery .
search,all,899,922,0.9093612432479858,9,two brown dogs runs through the water .,black and white dog running through water .
search,all,903,926,0.9100021123886108,8,because terminal 4 is connected to the positive terminal but not the negative terminal,terminal 1 is connected to the positive terminal
search,all,924,947,0.9229841232299805,12,A person is slicing a potato.,a woman is chopping a potato .
search,all,934,957,0.929297685623169,9,A black dog is playing with a brown dog on the sand,Two dogs are playing on a sandy beach
search,all,937,960,0.9312820434570312,14,Bomb blast kills 10 in southwest Pakistan,blast kills 10 young girls in eastern afghanistan
search,all,940,963,0.9370673894882202,16,dealbook : british retailer hmv enters equivalent of bankruptcy,: - \ hmv gone into bankruptcy equivalent ...
search,all,941,964,0.9374669790267944,10,Somebody is cutting a tomato,A woman is slicing a tomato
search,all,945,968,0.9456486701965332,8,Some animals are playing wildly in the water,A few animals are playing in the water
search,all,946,969,0.9476147890090942,11,gunmen kill 11 foreign tourists in pakistan,gunmen kill nine foreigners in pakistan
search,all,947,970,0.9478662014007568,26,Some boys being dressed with a carpet are sitting on two red tuxedos ,"Two boys, who look small, dressed in tuxedos are sitting on a red carpeted floor"
search,all,948,971,0.9482603073120117,12,Chinese stocks open lower Friday,chinese shares close lower on wednesday
search,all,966,990,0.9820330142974854,12,"Egypt braces for more protests over Morsi, prays for calm","Egypt braces for more protests, prays for calm"
search,all,967,991,0.983234703540802,15,the amendment 7 proposes some modifications in the references to the paragraphs .,amendment no 7 proposes certain changes in the references to paragraphs .
search,all,968,992,0.9847716689109802,22,"several different ways of computing these values , also known as ( term ) weights , have been developed .",several different ways have been developed of calculating these values ( also known as term weights ) .
search,all,971,995,0.9967596530914307,16,A dog with long hair and a red vest is running in the grass,A dog with really long hair and a red vest is running in the grass
search,all,974,998,0.9986818432807922,13,a black dog fighting with a brown dog in the snow .,A black dog fighting with a brown dog in the snow.
validation,all,0,0,0.47928231954574585,41,There is no person riding a jetski in the waves,"Besides these 28 OCT4-regulated genes, the Oct4-OETN included 8 more genes of a recently published list of OCT4-correlated transcripts expressed in ESCs."
validation,all,1,1,0.4900304079055786,6,several different ways have been developed of calculating these values ( also known as term weights ) .,There is no kitten drinking milk
validation,all,3,3,0.4939919710159302,11,This answer is based on my experience teaching undergraduate math in the US.,There is no rope being climbed by a man
validation,all,5,5,0.4983653426170349,11,"after all , they have recommended policies that politicians or taking into consideration .",There is no rope being climbed by a man
validation,all,7,7,0.49889707565307617,22,No motorcycle racer is riding a red and black bike,several different ways have been developed of calculating these values ( also known as term weights ) .
validation,all,10,10,0.49935948848724365,22,There is no person riding a jetski in the waves,several different ways have been developed of calculating these values ( also known as term weights ) .
validation,all,17,17,0.5037747025489807,12,This answer is based on my experience teaching undergraduate math in the US.,There is no person riding a jetski in the waves
validation,all,26,26,0.508165717124939,12,"several different ways of computing these values , also known as ( term ) weights , have been developed .",No motorcycle racer is riding a red and black bike
validation,all,28,28,0.5094683170318604,10,"after all , they have recommended policies that politicians or taking into consideration .",There is no water being drunk by a cat
validation,all,29,29,0.5099886655807495,16,several different ways have been developed of calculating these values ( also known as term weights ) .,ukraine will not give ' an inch ' over crimea
validation,all,37,37,0.5136665105819702,19,There is no person riding a jetski in the waves,"impose , involve , or imply as a necessary accompaniment or result ."
validation,all,38,38,0.513946533203125,6,This answer is based on my experience teaching undergraduate math in the US.,There is no kitten drinking milk
validation,all,42,42,0.5164502263069153,8,"several different ways of computing these values , also known as ( term ) weights , have been developed .",There are no people driving ATVs
validation,all,46,46,0.5173870921134949,9,No motorcycle racer is riding a red and black bike,"commodity expanded value-form , ."
validation,all,52,52,0.5181722640991211,8,one of the most well studied facets of temperament is how people respond to novelty .,There are no people driving ATVs
validation,all,61,61,0.5198671221733093,15,There is no person riding a jetski in the waves,"find out or determine , perhaps after a calculation or investigation ."
validation,all,63,63,0.5199339389801025,10,There is no person riding a jetski in the waves,make a certain size or sort according to size
validation,all,69,69,0.5207964181900024,9,several different ways have been developed of calculating these values ( also known as term weights ) .,There is no brown dog standing in the water
validation,all,70,70,0.5208954811096191,11,"several different ways of computing these values , also known as ( term ) weights , have been developed .",There is no rope being climbed by a man
validation,all,73,73,0.521538496017456,14,No girl with a bikini is playing in the dunes,make fine adjustments or divide into marked intervals for optimal measuring .
validation,all,75,75,0.5219877362251282,7,such is the spirit in which must be elaborate the european constitution .,A boy is eating a cupcake
validation,all,76,76,0.5220767259597778,28,There is no person riding a jetski in the waves,"In myelopoiesis, miR-223 has been shown to regulate granulocyte development in both humans and mice."
validation,all,81,81,0.5230104327201843,12,No girl with a bikini is playing in the dunes,"the act of giving someone a job , hiring someone"
validation,all,82,82,0.5230721235275269,15,No motorcycle racer is riding a red and black bike,"find out or determine , perhaps after a calculation or investigation ."
validation,all,84,84,0.5231223702430725,16,"dynamic programming is a very powerful mathematical technique , often utilised in programming , for solving optimization problems .",ukraine will not give ' an inch ' over crimea
validation,all,89,89,0.5254350900650024,13,No motorcycle racer is riding a red and black bike,it was first used in the smart information retrieval system .
validation,all,90,90,0.5262590050697327,9,"It was developed with consultation from more than 300 leaders in academia, industry, government and the public.",Two dogs are playing on a sandy beach
validation,all,92,92,0.5271325707435608,19,A wet boy is cheerfully jumping around on dirty and wet grass,"the international atomic energy agency has no access to people , documents , sites ."
validation,all,93,93,0.5276567935943604,14,serve as a reason or cause or justification of .,No girl with a bikini is playing in the dunes
validation,all,101,101,0.5318359732627869,13,several different ways have been developed of calculating these values ( also known as term weights ) .,There is no girl in pink twirling a ribbon
validation,all,106,106,0.5343822240829468,14,No motorcycle racer is riding a red and black bike,make fine adjustments or divide into marked intervals for optimal measuring .
validation,all,107,107,0.5348961353302002,9,There is no brown dog standing in the water,"commodity expanded value-form , ."
validation,all,113,113,0.5380069017410278,12,No motorcycle racer is riding a red and black bike,"an established or recognized right , formal or informal ."
validation,all,114,114,0.5385575294494629,19,a boy is playing guitar .,"the international atomic energy agency has no access to people , documents , sites ."
validation,all,116,116,0.5396212339401245,12,There is no girl in pink twirling a ribbon,i have the same situation and have traveled extensively .
validation,all,121,121,0.5421938896179199,15,There are no people driving ATVs,"but just as the european union itself , and this will happen ."
validation,all,123,123,0.5432339906692505,9,"putin , too , seems suspicion powerlessness of his regime .",Two dogs are playing on a sandy beach
validation,all,127,127,0.5452787280082703,12,There is no rope being climbed by a man,i have the same situation and have traveled extensively .
validation,all,128,128,0.5458254814147949,12,Many cheerleaders are walking in a parade,the man is feeding a mouse to the snake .
validation,all,129,129,0.5463298559188843,8,a quantity of money added to a bank account,There are no people driving ATVs
validation,all,131,131,0.5473968982696533,12,"it 's true that , under one understanding of "" accessibility "" and "" determining "" , your accessibility relation is determined by your axioms .",There is no person riding a jetski in the waves
validation,all,141,141,0.552595853805542,13,"the international atomic energy agency has no access to people , documents , sites .",The woman is drinking lemonade and watching T.V.
validation,all,144,144,0.5541493892669678,12,this further aggravated the situation .,a woman is water skiing on a lake .
validation,all,148,148,0.5562468767166138,7,There is no person riding a jetski in the waves,make a written note of something
validation,all,151,151,0.5577991008758545,13,"It was developed with consultation from more than 300 leaders in academia, industry, government and the public.",A man is riding a dirt bike down a dirt hill
validation,all,152,152,0.5583035945892334,8,staff writers brandon formby and colleen mccain nelson contributed to this report .,There are no people driving ATVs
validation,all,161,161,0.562992513179779,7,iran is an islamic republic .,A boy is eating a cupcake
validation,all,166,166,0.5655885934829712,15,"the users will be the losers , with employees , and european competitiveness and growth will diminish .",a dog standing on a beach with a ball nearby .
validation,all,167,167,0.5661109685897827,9,"ambient conditions of temperature , precipitation , windiness , and sunniness pertain at a certain place and time. further specification of the conditions that pertain may also be indicated .",There is no woman using a sewing machine
validation,all,168,168,0.5666407346725464,16,a boy is playing guitar .,the health department spokesperson added the department is following centers for disease control protocol .
validation,all,170,170,0.5676751136779785,8,"It was developed with consultation from more than 300 leaders in academia, industry, government and the public.",A man is climbing up a rope
validation,all,172,172,0.5687069892883301,90,There is no person riding a jetski in the waves,"this frame contains transparent nouns ( and some adjectives ) denoting quantities of a mass or of individuals. as opposed to aggregate words such as group , set , these quantity do not have a status as wholes on their own. initially , at least , we annotate both quantity of masses and of individuals in this frame , though we may split the frame along these lines later on ."
validation,all,173,173,0.5692273378372192,7,"iran , atomic agency in first talks since rowhani election",A boy is eating a cupcake
validation,all,179,179,0.5723485946655273,14,a more equal military ? bring back draft,No girl with a bikini is playing in the dunes
validation,all,180,180,0.5728698968887329,24,a group of boys are playing soccer on the beach .,"no , a tent will not give you any protection from bears that want what 's inside ."
validation,all,181,181,0.5733885765075684,6,regulate or set the time of ( a clock ),There is no kitten drinking milk
validation,all,192,192,0.5791090130805969,13,A child is not playing slip and slide in the grass,serve as a reason or cause or justification of .
validation,all,194,194,0.5801502466201782,21,Three men are practicing karate moves in a field.,i am not the one claiming the right to decide over another woman 's body .
validation,all,196,196,0.5811895728111267,15,There is no dog jumping at a shiny blue soccer ball in a field of dry leaves,"but just as the european union itself , and this will happen ."
validation,all,198,198,0.5822318196296692,21,A dog with a ball is being chased in the grass,i am not the one claiming the right to decide over another woman 's body .
validation,all,199,199,0.5827490091323853,7,both components need to be in closed paths .,A boy is eating a cupcake
validation,all,200,200,0.5832690000534058,13,black dog chasing brown dog through snow,A man is wearing a clear plastic cap and a mask
validation,all,201,201,0.583789587020874,14,ukraine will not give ' an inch ' over crimea,"ok , that 's a good point ."
validation,all,202,202,0.5843086242675781,7,Some animals are playing wildly in the water,The lady is peeling the potato
validation,all,206,206,0.5863892436027527,6,a woman stands in front of a building in the snow .,There is no kitten drinking milk
validation,all,208,208,0.5874282121658325,12,"It was developed with consultation from more than 300 leaders in academia, industry, government and the public.",a woman is placing eggs into a pan .
validation,all,210,210,0.5884673595428467,8,: - \ hmv gone into bankruptcy equivalent ...,The girl is trotting on the horse
validation,all,214,214,0.5905473828315735,11,A potato is being peeled by a woman,government initiatives to disarm have been ineffective .
validation,all,216,216,0.5915865898132324,17,you don 't have equipments / facilities to do research in b .,A horse is tossing the cowboy wearing pants of blue and red color
validation,all,218,218,0.5926237106323242,23,A black dog is playing with a brown dog on the sand,about 31 percent of americans are now obese — roughly 30 or more pounds over a healthy weight .
validation,all,221,221,0.5941870212554932,21,dealbook : british retailer hmv enters equivalent of bankruptcy,the black dog is running on the grass with a toy in it 's mouth .
validation,all,229,230,0.5988665819168091,13,"under the agreement , medicare coverage for drug benefits would begin in 2006 .",There is no girl in pink twirling a ribbon
validation,all,232,233,0.6004254817962646,19,the simple answer is yes !,"the international atomic energy agency has no access to people , documents , sites ."
validation,all,234,235,0.6014663577079773,21,the amendment 7 proposes some modifications in the references to the paragraphs .,a dog licks up a baby 's drool .
validation,all,247,248,0.6082255244255066,15,a man is climbing a wall .,The red and brown dog is digging its nose inside a holiday gift bag
validation,all,252,253,0.6108256578445435,7,"breed zebra danios are extremely hardy fish , they are almost difficult to kill .",A man is dancing on the ceiling
validation,all,255,256,0.6123846173286438,13,afghan parliament votes to oust key ministers,a train sitting on the tracks near a field .
validation,all,263,264,0.6165440082550049,9,jordan elected to take saudi seat on un security council,four black dogs run across the grass .
validation,all,264,265,0.6170640587806702,8,a man in a black leather jacket is sleeping in a subway car .,A woman is dancing near a fireplace
validation,all,267,268,0.6186241507530212,13,two dogs are sniffing something in the rocks .,A man is riding a dirt bike down a dirt hill
validation,all,272,273,0.6212238073348999,22,a woman is chopping a potato .,A man wearing black formal wear & a black top hat is riding a white show horse.
validation,all,273,274,0.6217435002326965,10,The man is slicing potatoes,An animal is being ridden by a woman
validation,all,279,280,0.6248633861541748,7,A group of four people walking past a giant mushroom.,specifically gnostic .
validation,all,282,283,0.6264229416847229,17,the best thing you can do is to know your stuff .,two girls are walking by a tree in front of a brick building .
validation,all,286,287,0.628502368927002,13,a das air cargo plane sits on the runway .,The woman is drinking lemonade and watching T.V.
validation,all,287,288,0.6290223598480225,7,"the u.s. , other western nations and nato condemned the violence .",A girl is not playing the guitar
validation,all,290,291,0.6305825710296631,9,two girls are walking by a tree in front of a brick building .,because the switch was connected to the closed circuit
validation,all,294,295,0.6326619982719421,7,the black dog is running on the grass with a toy in it 's mouth .,Two people are riding motorbikes
validation,all,295,296,0.6331821084022522,5,government initiatives to disarm have been ineffective .,the path does not close
validation,all,296,297,0.6337018609046936,13,ann romney has never had to get out and be a part of the workforce .,a dog bounces on a trampoline .
validation,all,299,300,0.6352609395980835,27,A dirty soccer ball is rolling into a goal net,"i would happily have explained what i was actually saying , but you never asked - you simply launched into accusations ."
validation,all,300,301,0.6357816457748413,20,A lemur is eating,"abide by : act in accordance with rules , commands , or wishes ."
validation,all,301,302,0.636301577091217,12,( parliament adopted the legislative resolution ),A cat is not crawling under a piece of furniture
validation,all,302,303,0.636821448802948,7,"you might not like obamas views , but he has them .",twelve killed as gunmen raid village
validation,all,306,307,0.6389011144638062,11,The boy is not playing the piano,press releases : yemeni presidential election
validation,all,314,315,0.6430607438087463,16,obama calls for international front against is,A hiker is on top of the mountain and is doing a joyful dance
validation,all,316,317,0.6441006064414978,10,"about 22 % of twentysomethings are obese , which is roughly 30 pounds over a healthy weight .","change the key of , in music ."
validation,all,326,327,0.6492999792098999,9,A woman is amalgamating eggs,two people are walking through some water .
validation,all,332,333,0.6524195671081543,16,Two teams are competing in a football match,A woman is scrubbing a zucchini with a brush for vegetables
validation,all,333,334,0.6529393792152405,39,( medicine ) the capacity of an organism to defend against disease .,"The dollar fell as low as $1.1624 per euro from $1.1486 on Friday, and traded at $1.1594 at 10:15 a.m. in London."
validation,all,337,338,0.6550191044807434,9,A young child is running down a gravel road that is covered with dead leaves,A picture is being drawn by a man
validation,all,338,339,0.6555391550064087,12,french jets strike deep inside islamist-held mali,"write as if with print , not in cursive"
validation,all,340,341,0.6565786004066467,14,US government 'on the edge of shutdown',A man is passionately playing a guitar in front of an audience
validation,all,342,343,0.657618522644043,17,"and , perhaps most important , ahmadinejad exerts a destabilizing influence , not bernanke .",look through a book or some other written material ( for information ) .
validation,all,343,344,0.6581388711929321,27,"it 's true that , under one understanding of "" accessibility "" and "" determining "" , your accessibility relation is determined by your axioms .","american black bears they are somewhat common in some wilderness areas of california , mostly in the mountains ."
validation,all,344,345,0.6586588621139526,21,make a written note of something,"Blizzard hammers U.S. Northeast, five dead, 700,000 lose power"
validation,all,349,350,0.6612583994865417,26,nato regrets russia 's decision to suspend participation in the cfe .,cannes thief ' steals $ 53m of jewels ' in armed heist at hotel
validation,all,355,356,0.6643779873847961,17,( theology ) the act of delivering from sin or saving from evil .,the baby is wearing a red shirt and walking in a plaza .
validation,all,357,358,0.6654177904129028,13,A cute puppy is repeatedly rolling from side to side on its back,a man is slicing a leave .
validation,all,358,359,0.6659377813339233,7,make something more diverse and varied .,conspiracy against me - lance
validation,all,364,365,0.6690576672554016,8,A dog is biting a can,fast-food workers strike for higher pay
validation,all,372,373,0.673216700553894,14,a visit to libya by the russian foreign minister was announced .,A large dog walks along a gravel path in the woods.
validation,all,377,379,0.6763364672660828,19,"north american markets grabbed early gains monday morning , as earnings season begins to slow and economic indicators take the spotlight .",A man with moustaches is standing on a balcony and is looking at the road below
validation,all,378,380,0.6768559217453003,14,a woman is slicing up some meat .,Some Syria violence qualifies as civil war -Red Cross
validation,all,382,384,0.6789358854293823,15,n.y. / region : geechie dan plays the 42nd street subway,"but just as the european union itself , and this will happen ."
validation,all,390,392,0.6830956935882568,12,"over 50 , and under no illusions over 50 ? invent yourself everyday !",young redheaded man holding two bicycles near beach .
validation,all,398,400,0.6872549653053284,14,a black table with white fuzzy chair .,A yellow flower is being clung to by a bee
validation,all,406,408,0.6914145946502686,14,ashya king 's parents freed from jail in spain,a man gets knocked off of a horse .
validation,all,412,414,0.6945338845252991,14,Several people are not walking in line across a bridge,earthquake of 6.3 magnitude strikes off indonesia island
validation,all,419,421,0.6981735229492188,17,south african icon nelson mandela hospitalized,a man in a blue shirt is running in a stadium field .
validation,all,420,422,0.6986935138702393,10,lets assume we have % white and % black .,A group of people are dancing in a show
validation,all,421,423,0.6992133855819702,21,A couple is looking at a street guide,a black and white photo of a cow walking under a tree in a field .
validation,all,422,424,0.6997333765029907,45,parent is defined as a point of origin . i 'm not done being the best parent i can be for ben . not by a very long measure,"goed initiatief , inkomen op kwaliteit en niet op verrichtingen # new york city ties doctors ? income to quality of care"
validation,all,423,425,0.7002533078193665,20,press releases : yemeni presidential election,"abide by : act in accordance with rules , commands , or wishes ."
validation,all,425,427,0.7012932300567627,7,exhaust by allowing to pull on the line .,A man plays a guitar.
validation,all,430,432,0.7038926482200623,26,"the stars of the intoxicating spirit of flamenco as diego el cigala , chano lobato , cristina hoyos , enrique morente , el lebrijano , antonio canales , vicente amigo , among others , are part of the selection made from around seventy artists photographed .","i would like to remind you that one of our allies , there are ardent supporters of this tax ."
validation,all,438,440,0.7080522775650024,10,equatoguineans vote in legislative polls,palestinians build another west bank tent protest
validation,all,440,442,0.70909184217453,12,terminal 1 and terminal 2 are on the same side .,"write as if with print , not in cursive"
validation,all,443,445,0.7106519937515259,13,Some Syria violence qualifies as civil war -Red Cross,You have to decide what you want to get out of this.
validation,all,445,447,0.7116917371749878,43,create a new entity by putting components or members together,mother held over daughter 's death a mother has been remanded in custody charged with murder after her eight-year-old daughter was found dead in a block of flats .
validation,all,447,449,0.7127315998077393,8,""" the electrical state at the terminal matches the battery "" "" s electrical state """,extend in a different direction .
validation,all,449,451,0.7137717008590698,27,"several different ways of computing these values , also known as ( term ) weights , have been developed .","five alternate jurors were also chosen , with a final one set to be selected friday morning from the panel ."
validation,all,451,453,0.7148116827011108,9,2 traffic accidents leave 47 dead in china,egyptian election result delayed
validation,all,452,454,0.7153308987617493,11,A man wearing black formal wear & a black top hat is riding a white show horse.,A skunk is looking here and there.
validation,all,456,458,0.7174104452133179,9,google releases nexus 5 phone with kit kat,there is a gap in a circuit
validation,all,457,459,0.7179309129714966,15,syria envoy calls for national unity government,Two kids are looking up at the camera and one is sticking out his tongue
validation,all,458,460,0.7184505462646484,10,A man is playing the trumpet.,A blonde man is hanging by gymnastic ropes
validation,all,462,464,0.7205300331115723,6,turn on or around an axis or a center .,Someone is drawing a person
validation,all,470,472,0.7246899008750916,10,"more than 10,000 people , most of them civilians , have been killed in three decades of insurgency .",a man shoots a man .
validation,all,471,473,0.7252097129821777,12,"sachin tendulkar says i 'm not god , i 'm sachin",why has no one come forward to admit the truth ?
validation,all,477,480,0.7288494110107422,17,Beer bottles (-LRB- Harp Lager )-RRB- lined up on the floor.,four women and two men sit at a long table in a restaurant .
validation,all,479,482,0.7298895120620728,12,syrian forces kill 54 ahead of annan peace mission,3 suspects taken into custody in boston bombing case
validation,all,482,485,0.7314491271972656,9,'iron man ' jetpacks spark concerns,out of touch and untrustworthy ?
validation,all,485,488,0.7330093383789062,13,use up the whole supply of .,"talk or behave amorously , without serious intentions ."
validation,all,487,490,0.7340490818023682,14,A cute puppy is repeatedly rolling from side to side on its back,A big dog and a small white dog are walking past each other
validation,all,490,493,0.7356084585189819,42,methamphetamine is also known as ice .,police detained khodorkovsky early on saturday when his jet made a refueling stop in the siberian city of novosibirsk .
validation,all,494,497,0.7376894950866699,11,the state of being depleted .,the force by which one object attracts another .
validation,all,496,499,0.7387300729751587,31,"Chanceller Rishi Sunak has announced a £9 billion package of support to give self-employed people up to £2,500 a month to help them cope with the effects of coronavirus.

The Chancellor tonight said the scheme, which will be open for at least three months, will cover 80 per cent of a self-employed person's average monthly profits.

But it may not be available until June and will only be available to those who have a tax return for 2019, meaning the newly self-employed will be ineligible.

And Mr Sunak warned that the self-employed could face tax hikes in the future as part of the effort to ""right the ship"" and repair the battered public finances after the coronavirus crisis is over.

Details of the scheme came as the Department of Health announced a total of 578 people who have tested positive for coronavirus in the UK have died as of 5pm on March 25.

Some 11,658 people have tested positive in the UK as of 9am on March 26.

Mr Sunak's scheme will be open to those with a trading profit of less than £50,000 in 2018-19 or an average trading profit of less than £50,000 from 2016-17, 2017-18 and 2018-19.

To qualify, more than half of their income in these periods must come from self-employment.

Up to 3.8 million people will qualify for support, with average monthly payments expected to be £940 per person.

Mr Sunak said the scheme, which will last for at least three months, ""is one of the most generous in the world"".

""It targets support to those who need help most, offering the self-employed the same level of support as those in work.""

He said the measure covers 95 per cent of people who receive the majority of their income from self-employment.

But in a hint that the self-employed could be asked to pay more to the taxman in future he said it was ""now much harder to justify"" the tax breaks on offer to the self-employed if they were receiving the same level of state support.

He said everyone would be ""chipping in together to right the ship afterwards"" once the crisis is over.

A number of self-employed workers welcomed the Chancellor's measures but expressed concern about having to wait until June to claim.

Louise Barina, a production manager who lives in London, said: ""After having spoken to our landlord, he has outright said no, that we can't get a delay on our rent.

""In terms of the payment coming in June, that's really problematic for us as that's obviously three months of payment where we need to find the money for that.""

Meanwhile the Department of Health said revising its reporting approach for coronavirus deaths ""to ensure data can be verified and published in a timely, consistent way"".

A statement on Twitter said: ""Figures issued today are recorded as of 5pm on March 24 to 5pm on March 25.

""Going forwards, figures on deaths will be recorded for the 24-hour period as of 5pm the previous day. Figures on tests remain as of the 24-hour period from 9am that day.""","two kuwaitis and six palestinians with jordanian passports were among the suspects , the official said ."
validation,all,497,500,0.7392479777336121,9,"The U.K. has added to international pressure on China to answer questions over information it gave the world about the coronavirus outbreak but said the priority now is to beat the pandemic.

Asked on Monday if China needed to explain how quickly it made the world aware of the extent of the virus, the U.K.'s defense minister said: ""I think it does.""

""But I think the time for the post-mortem on this is after we've all got it under control and have come through it and our economies are back to normal,"" U.K. Defense Minister Ben Wallace told LBC Radio.

""Only by being open and transparent will we learn about it, and China needs to be open and transparent about what it learned, and its shortcomings, but also its successes,"" Wallace said.

His comments come after a barrage of U.S. criticism against China regarding its handling of the coronavirus outbreak and accusations that it was not transparent when it came to making the world aware.

President Donald Trump has increasingly blamed China, and he repeated that accusation on Sunday, saying he believed that a ""mistake"" in China was the cause of the pandemic, though he did not present any evidence for the claim.

Speaking during a Fox News virtual town hall, Trump said, ""I think they made a horrible mistake and didn't want to admit it.""",at least 20 dead in somalia attacks
validation,all,504,507,0.742887556552887,7,A boy is playing a guitar,A boy is eating a cupcake
validation,all,510,513,0.7460066080093384,39,syrian forces kill 54 ahead of annan peace mission,"awe - one of the original "" bloggers "" passes away . pauline phillips , adviser to millions as dear abby , dies at 94"
validation,all,513,516,0.7475670576095581,11,US government 'on the edge of shutdown',government initiatives to disarm have been ineffective .
validation,all,516,519,0.7491271495819092,30,reach or come to rest .,"driven by a need to compete or remorse ? armstrong admits doping , and says he will testify"
validation,all,524,527,0.7532857656478882,18,"have a complexion with a strong bright color , such as red or pink .",come down on or keep down by unjust use of one 's authority .
validation,all,531,535,0.7574443817138672,12,sail boat floating on the blue water .,a large passenger jet flying close to the ground .
validation,all,532,536,0.7579671144485474,11,The machine shaved the end of the pencil.,the act or means of getting rid of something .
validation,all,540,545,0.7626421451568604,11,could be a lot of things .,a relation that provides the foundation for something .
validation,all,541,546,0.7631682753562927,7,could be a lot of things .,injure by turning or rotating
validation,all,549,554,0.7673237919807434,6,you need to make up your mind .,state or say further ;
validation,all,555,561,0.7709633111953735,13,mix or breed things of different varieties or qualities,the best thing you can do is to know your stuff .
validation,all,558,565,0.7730448246002197,7,"reimburse or compensate ( someone ) , as for a loss .",make a written note of something
validation,all,562,569,0.7751237154006958,13,foreign militants killed in somalia in strike on car,"death toll in nepal earthquake tops 8,000"
validation,all,563,570,0.7756494283676147,19,6 killed in afghan capital mosque attack,vatican embassy in syria hit by mortar ; no injuries
validation,all,565,572,0.7766801118850708,11,cause to move with a flick or as if with a flick,the act or means of getting rid of something .
validation,all,567,574,0.7777225971221924,14,the act of forcibly taking the opposition,a casualty to military personnel resulting from combat .
